측정소명,측정날짜,SO2(ppm),NO2(ppm),CO(ppm),O3(ppm),PM10(㎍/㎥),PM25(㎍/㎥)
성남대로,20230711,0.003,0.0272,0.43,0.0274,20,6
운중동,20230711,0.0012,0.0154,0.31,0.0324,15,6
수내동,20230711,0.0012,0.0172,0.53,0.0352,16,9
정자동,20230711,0.0012,0.0098,0.58,0.0366,15,8
단대동,20230710,0.0015,0.0101,0.46,0.0565,30,15
복정동,20230710,0.0014,0.009,0.43,0.058,34,13
상대원동,20230710,0.0014,0.018,0.42,0.0436,26,12
성남대로,20230710,0.0027,0.022,0.49,0.0415,33,11
운중동,20230710,0.0014,0.0071,0.35,0.0539,26,13
수내동,20230710,0.0011,0.0107,0.56,0.0522,34,14
정자동,20230710,0.0013,0.0065,0.62,0.0547,25,14
단대동,20230709,0.0014,0.0077,0.42,0.0431,18,7
복정동,20230709,0.003,0.0063,0.4,0.0441,20,7
상대원동,20230709,0.0012,0.0086,0.34,0.0364,12,6
성남대로,20230709,0.0021,0.0148,0.36,0.0328,19,6
운중동,20230709,0.0011,0.005,0.35,0.0391,14,6
수내동,20230709,0.001,0.0079,0.49,0.0387,17,9
정자동,20230709,0.0011,0.0028,0.55,0.0432,13,9
단대동,20230708,0.0014,0.0084,0.42,0.0409,13,6
복정동,20230708,0.0018,0.0077,0.41,0.0408,17,7
상대원동,20230708,0.0015,0.0107,0.35,0.0341,10,6
성남대로,20230708,0.0032,0.017,0.38,0.0308,16,5
운중동,20230708,0.0012,0.0066,0.35,0.0377,8,7
수내동,20230708,0.0015,0.009,0.49,0.0385,14,8
정자동,20230708,0.0012,0.0041,0.55,0.0411,12,8
단대동,20230707,0.0017,0.0152,0.46,0.047,39,16
복정동,20230707,,,,,,
상대원동,20230707,0.0017,0.0205,0.41,0.0412,39,15
성남대로,20230707,0.0017,0.0259,0.43,0.0341,40,14
운중동,20230707,0.0014,0.0122,0.36,0.0484,33,13
수내동,20230707,0.0018,0.0172,0.58,0.0428,38,18
정자동,20230707,0.0014,0.008,0.6,0.0497,32,16
단대동,20230706,0.0016,0.013,0.58,0.0675,48,21
복정동,20230706,,,,,,
상대원동,20230706,0.0018,0.0183,0.54,0.0572,43,20
성남대로,20230706,0.0033,0.0307,0.56,0.0442,45,18
운중동,20230706,0.0016,0.0073,0.48,0.0689,40,18
수내동,20230706,0.0019,0.0163,0.69,0.0628,48,23
정자동,20230706,0.0015,0.0097,0.73,0.0652,40,21
단대동,20230705,0.0014,0.0095,0.49,0.0544,27,13
복정동,20230705,0.0023,0.0082,0.44,0.057,26,11
상대원동,20230705,0.0013,0.0163,0.43,0.0462,22,11
성남대로,20230705,0.003,0.0215,0.42,0.0429,24,9
운중동,20230705,0.0012,0.0042,0.35,0.0611,22,10
수내동,20230705,0.0015,0.0094,0.59,0.0538,27,14
정자동,20230705,0.0017,0.0062,0.63,0.0568,21,11
단대동,20230704,0.0015,0.0109,0.51,0.0395,32,18
복정동,20230704,0.002,0.0116,0.51,0.0348,34,16
상대원동,20230704,0.0013,0.0155,0.43,0.0306,25,17
성남대로,20230704,0.0032,0.0181,0.42,0.0289,37,15
운중동,20230704,0.0012,0.0067,0.31,0.0404,21,15
수내동,20230704,0.0016,0.0121,0.59,0.0369,31,18
정자동,20230704,0.002,0.0058,0.62,0.0405,26,17
단대동,20230703,0.0014,0.0149,0.55,0.0485,36,18
복정동,20230703,0.0017,0.0161,0.52,0.0505,38,16
상대원동,20230703,0.0014,0.0213,0.47,0.0406,31,18
성남대로,20230703,0.0019,0.0267,0.49,0.0353,39,15
운중동,20230703,0.0014,0.0105,0.42,0.0466,26,17
수내동,20230703,0.0016,0.0153,0.61,0.048,37,19
정자동,20230703,0.002,0.0087,0.68,0.0504,26,19
단대동,20230702,0.0012,0.0115,0.49,0.0448,24,13
복정동,20230702,0.0017,0.0127,0.51,0.0455,28,12
상대원동,20230702,0.0013,0.0124,0.43,0.0405,18,12
성남대로,20230702,0.003,0.0216,0.45,0.0326,26,9
운중동,20230702,0.0014,0.0081,0.39,0.045,19,11
수내동,20230702,0.0014,0.0139,0.58,0.0429,25,13
정자동,20230702,0.002,0.0074,0.62,0.0449,18,13
단대동,20230701,0.0017,0.0157,0.57,0.0546,34,17
복정동,20230701,0.0023,0.0146,0.55,0.0613,36,15
상대원동,20230701,0.0015,0.019,0.54,0.0516,28,17
성남대로,20230701,0.0023,0.027,0.51,0.0412,36,14
운중동,20230701,0.0014,0.0105,0.43,0.0591,29,15
수내동,20230701,0.0013,0.0175,0.66,0.0566,39,18
정자동,20230701,0.002,0.0107,0.7,0.059,24,15
단대동,20230630,0.0014,0.0151,0.58,0.0481,33,13
복정동,20230630,0.0016,0.0138,0.55,0.0528,38,16
상대원동,20230630,0.0012,0.0233,0.57,0.0404,27,16
성남대로,20230630,0.0005,0.0281,0.55,0.0332,40,15
운중동,20230630,0.0012,0.0097,0.43,0.0532,26,15
수내동,20230630,0.001,0.0178,0.68,0.0458,35,17
정자동,20230630,,,,,,
단대동,20230629,0.0011,0.0112,0.46,0.0333,29,15
복정동,20230629,0.001,0.009,0.42,0.0401,32,12
상대원동,20230629,0.0011,0.0161,0.41,0.0266,20,12
성남대로,20230629,0.001,0.0175,0.36,0.027,33,12
운중동,20230629,0.0011,0.0055,0.29,0.0412,21,13
수내동,20230629,0.0009,0.0121,0.52,0.036,30,14
정자동,20230629,,,,,,
단대동,20230628,0.0015,0.0124,0.46,0.0506,32,10
복정동,20230628,0.0011,0.011,0.44,0.0579,32,13
상대원동,20230628,0.0013,0.0186,0.44,0.0429,21,12
성남대로,20230628,0.0012,0.0205,0.39,0.0413,27,14
운중동,20230628,0.0012,0.0055,0.35,0.0561,19,14
수내동,20230628,0.0012,0.0125,0.54,0.0556,31,15
정자동,20230628,0.0017,0.0081,0.59,0.055,20,15
단대동,20230627,0.0016,0.0117,0.41,0.0518,20,9
복정동,20230627,0.0014,0.0097,0.39,0.0592,20,8
상대원동,20230627,0.0014,0.0193,0.41,0.0433,18,9
성남대로,20230627,,,,,,
운중동,20230627,0.0014,0.0055,0.36,0.057,18,7
수내동,20230627,0.0014,0.0123,0.49,0.0538,22,10
정자동,20230627,0.0017,0.0065,0.56,0.0529,18,8
단대동,20230626,0.0014,0.0107,0.42,0.0299,17,7
복정동,20230626,0.002,0.0093,0.37,0.0337,20,7
상대원동,20230626,0.0013,0.0136,0.38,0.026,12,5
성남대로,20230626,,,,,,
운중동,20230626,0.0011,0.0044,0.31,0.0346,11,7
수내동,20230626,0.0016,0.0111,0.5,0.0293,18,8
정자동,20230626,0.0015,0.0068,0.53,0.032,11,9
단대동,20230625,0.0013,0.0113,0.51,0.0439,31,19
복정동,20230625,0.0018,0.0113,0.47,0.0465,34,16
상대원동,20230625,0.0014,0.0122,0.47,0.0419,27,17
성남대로,20230625,0,0.0163,0.42,0.038,33,16
운중동,20230625,0.0012,0.0077,0.34,0.0446,29,17
수내동,20230625,0.002,0.0111,0.54,0.0469,31,17
정자동,20230625,0.0017,0.0054,0.62,0.0487,24,18
단대동,20230624,0.0016,0.013,0.51,0.0542,38,21
복정동,20230624,0.001,0.0182,0.5,0.0561,42,22
상대원동,20230624,0.0014,0.0156,0.47,0.0509,29,18
성남대로,20230624,0.0012,0.0309,0.49,0.0407,40,21
운중동,20230624,0.0014,0.0117,0.42,0.0523,33,23
수내동,20230624,0.0018,0.0176,0.62,0.0537,43,22
정자동,20230624,0.0018,0.0102,0.68,0.0556,32,26
단대동,20230623,0.0012,0.0126,0.49,0.0491,33,17
복정동,20230623,0.0022,0.0148,0.44,0.0506,39,17
상대원동,20230623,0.0013,0.0225,0.5,0.0431,29,16
성남대로,20230623,0.0009,0.033,0.5,0.0345,39,17
운중동,20230623,0.0012,0.0121,0.49,0.045,32,19
수내동,20230623,0.0014,0.0192,0.6,0.0491,37,20
정자동,20230623,0.0016,0.0086,0.65,0.054,31,21
단대동,20230622,0.0014,0.012,0.37,0.0295,23,10
복정동,20230622,0.0019,0.012,0.35,0.0308,23,7
상대원동,20230622,0.0012,0.0162,0.39,0.0253,22,7
성남대로,20230622,0.0008,0.0242,0.35,0.0207,24,7
운중동,20230622,0.0012,0.0084,0.39,0.0283,19,8
수내동,20230622,0.0012,0.0147,0.49,0.0292,24,9
정자동,20230622,0.0017,0.0092,0.5,0.0313,19,9
단대동,20230621,0.0014,0.0117,0.37,0.0226,12,5
복정동,20230621,0.002,0.0146,0.36,0.0199,16,5
상대원동,20230621,0.0013,0.0181,0.39,0.0181,10,4
성남대로,20230621,,,,,,
운중동,20230621,0.0011,0.0119,0.38,0.0214,11,4
수내동,20230621,0.0016,0.015,0.48,0.022,12,6
정자동,20230621,0.0016,0.0092,0.52,0.0237,9,5
단대동,20230620,0.0022,0.0132,0.4,0.0423,32,18
복정동,20230620,0.0019,0.0145,0.35,0.0425,33,14
상대원동,20230620,0.0019,0.0248,0.41,0.0318,32,15
성남대로,20230620,,,,,,
운중동,20230620,0.0014,0.0169,0.33,0.0324,26,13
수내동,20230620,0.0016,0.0213,0.51,0.0347,30,15
정자동,20230620,0.0019,0.0093,0.47,0.0432,25,13
단대동,20230619,0.0019,0.0187,0.53,0.0574,50,26
복정동,20230619,0.0017,0.02,0.49,0.0636,50,25
상대원동,20230619,0.0019,0.0276,0.54,0.0517,45,27
성남대로,20230619,0.0013,0.0345,0.51,0.049,49,24
운중동,20230619,0.0017,0.0142,0.44,0.0631,40,24
수내동,20230619,0.0018,0.0197,0.62,0.0675,47,26
정자동,20230619,0.0022,0.0139,0.62,0.069,42,29
단대동,20230618,0.0019,0.0149,0.45,0.0467,29,16
복정동,20230618,0.0018,0.0158,0.42,0.0533,32,16
상대원동,20230618,0.0017,0.0175,0.44,0.0473,27,15
성남대로,20230618,0.002,0.0302,0.48,0.0383,31,14
운중동,20230618,0.0016,0.0117,0.4,0.0502,23,16
수내동,20230618,0.0014,0.0182,0.52,0.053,30,17
정자동,20230618,0.002,0.0135,0.52,0.0562,27,18
단대동,20230617,0.0017,0.023,0.41,0.0486,28,15
복정동,20230617,0.0017,0.0258,0.4,0.0493,26,13
상대원동,20230617,0.0017,0.0273,0.43,0.0462,25,12
성남대로,20230617,0.0014,0.0401,0.47,0.036,26,11
운중동,20230617,0.0017,0.0169,0.45,0.051,22,11
수내동,20230617,0.0015,0.0236,,0.0529,25,13
정자동,20230617,0.0019,0.0187,0.48,0.0575,22,14
단대동,20230616,0.0019,0.0175,0.42,0.0506,29,17
복정동,20230616,0.001,0.0184,0.37,0.0522,28,14
상대원동,20230616,0.0015,0.0241,0.43,0.0457,26,13
성남대로,20230616,0.002,0.0374,0.46,0.0328,29,14
운중동,20230616,0.0014,0.0149,0.34,0.0445,24,13
수내동,20230616,0.0018,0.0226,,0.0442,26,14
정자동,20230616,0.0018,0.0168,0.47,0.0526,24,15
단대동,20230615,0.0015,0.0162,0.45,0.0516,33,19
복정동,20230615,,,,,,
상대원동,20230615,0.0013,0.0252,0.45,0.0452,32,17
성남대로,20230615,0.0014,0.0353,0.46,0.0343,36,17
운중동,20230615,0.0014,0.0154,0.4,0.0454,28,16
수내동,20230615,0.0014,0.0193,0.52,0.05,33,18
정자동,20230615,0.0018,0.0154,0.49,0.0496,29,18
단대동,20230614,0.0016,0.0175,0.45,0.0468,31,17
복정동,20230614,,,,,,
상대원동,20230614,0.0013,0.024,0.44,0.0435,32,17
성남대로,20230614,0.0013,0.0354,0.49,0.0315,35,15
운중동,20230614,0.0014,0.0169,0.39,0.0416,27,15
수내동,20230614,0.0012,0.0227,0.53,0.0441,30,18
정자동,20230614,,,,,,
단대동,20230613,0.0017,0.0165,0.42,0.0487,30,16
복정동,20230613,0.0023,0.022,0.43,0.0526,32,13
상대원동,20230613,0.0016,0.0234,0.43,0.0426,26,13
성남대로,20230613,0.0014,0.0337,0.46,0.0336,32,13
운중동,20230613,0.0018,0.0137,0.31,0.048,26,12
수내동,20230613,0.0014,0.0193,0.5,0.0492,26,14
정자동,20230613,,,,,,
단대동,20230612,0.0016,0.0178,0.46,0.0461,32,16
복정동,20230612,0.002,0.0253,0.48,0.0486,33,15
상대원동,20230612,0.0014,0.0232,0.54,0.0384,28,16
성남대로,20230612,0.0015,0.0337,0.48,0.03,34,15
운중동,20230612,0.0015,0.0166,0.36,0.0464,25,13
수내동,20230612,0.0015,0.0198,0.54,0.0492,30,16
정자동,20230612,0.0019,0.015,0.45,0.0523,26,18
단대동,20230611,0.0012,0.0086,0.42,0.0528,20,10
복정동,20230611,0.0018,0.0095,0.41,0.0622,25,10
상대원동,20230611,0.0011,0.0093,0.49,0.052,18,9
성남대로,20230611,0.0012,0.0195,0.42,0.0451,26,9
운중동,20230611,0.0011,0.0064,0.33,0.0539,18,10
수내동,20230611,0.0013,0.0091,0.48,0.0571,20,11
정자동,20230611,0.0015,0.0051,0.39,0.0601,18,11
단대동,20230610,0.0016,0.0114,0.45,0.0647,33,18
복정동,20230610,0.002,0.0163,0.45,0.0707,35,17
상대원동,20230610,0.0013,0.0141,0.51,0.0619,29,16
성남대로,20230610,0.0008,0.0251,0.46,0.0502,35,15
운중동,20230610,0.0014,0.0103,0.38,0.0598,29,15
수내동,20230610,0.0013,0.0162,0.52,0.0633,32,17
정자동,20230610,0.0017,0.0095,0.42,0.066,28,19
단대동,20230609,0.0013,0.0128,0.39,0.0604,23,13
복정동,20230609,0.0025,0.0136,0.34,0.0702,25,10
상대원동,20230609,0.0012,0.0252,0.5,0.0487,23,9
성남대로,20230609,0.0013,0.0362,0.46,0.04,27,10
운중동,20230609,0.0012,0.0103,0.38,0.0582,24,10
수내동,20230609,0.0012,0.02,0.5,0.0561,26,
정자동,20230609,0.0016,0.0094,0.38,0.0624,21,11
단대동,20230608,0.0013,0.0129,0.43,0.0407,24,12
복정동,20230608,0.0013,0.0145,0.43,0.046,24,10
상대원동,20230608,0.0012,0.0212,0.52,0.0329,20,10
성남대로,20230608,0.0011,0.0257,0.42,0.0292,26,10
운중동,20230608,0.0013,0.0083,0.39,0.0423,18,9
수내동,20230608,0.0014,0.0139,0.48,0.0431,20,13
정자동,20230608,0.0017,0.0103,0.38,0.0438,18,11
단대동,20230607,0.0011,0.0126,0.38,0.0524,36,16
복정동,20230607,0.0018,0.0125,0.38,0.0642,37,15
상대원동,20230607,0.0012,0.0221,0.47,0.0424,32,16
성남대로,20230607,0.0015,0.0231,0.41,0.0424,35,14
운중동,20230607,0.0013,0.0078,0.39,0.0528,26,14
수내동,20230607,0.0012,0.0134,0.42,0.0543,32,
정자동,20230607,0.0016,0.009,0.38,0.0578,29,16
단대동,20230606,0.0015,0.0101,0.32,0.0532,22,10
복정동,20230606,0.0024,0.0132,0.31,0.0583,22,9
상대원동,20230606,0.0012,0.0125,0.37,0.0518,17,8
성남대로,20230606,0.002,0.0222,0.35,0.0409,23,8
운중동,20230606,0.0013,0.0067,0.32,0.0511,15,8
수내동,20230606,0.0013,0.0099,0.33,0.0541,18,11
정자동,20230606,0.0016,0.0061,0.32,0.0589,16,10
단대동,20230605,0.0018,0.0116,0.34,,33,13
복정동,20230605,,0.0132,0.37,0.0587,33,12
상대원동,20230605,0.0017,0.0183,0.43,0.0474,28,11
성남대로,20230605,0.0021,0.0255,0.42,0.0396,32,11
운중동,20230605,0.0017,0.0079,0.37,0.0534,25,10
수내동,20230605,0.0014,0.0124,0.37,0.0529,27,13
정자동,20230605,0.0021,0.0102,0.45,0.055,26,13
단대동,20230604,0.0023,0.009,0.4,,33,15
복정동,20230604,0.0032,0.0089,0.36,0.0782,35,14
상대원동,20230604,0.0018,0.0122,0.42,0.061,28,12
성남대로,20230604,0.0026,0.0187,0.42,0.0558,34,13
운중동,20230604,0.0019,0.006,0.32,0.0653,30,13
수내동,20230604,0.0022,0.0106,0.4,0.068,32,16
정자동,20230604,0.0024,0.0089,0.51,0.0722,31,16
단대동,20230603,0.0019,0.0137,0.36,,36,13
복정동,20230603,0.0025,0.0191,0.36,0.0502,36,12
상대원동,20230603,0.0015,0.0147,0.42,0.0451,30,9
성남대로,20230603,0.0019,0.026,0.42,0.0351,34,10
운중동,20230603,0.0015,0.0092,0.29,0.0482,31,10
수내동,20230603,0.0015,0.0128,0.36,0.049,30,12
정자동,20230603,0.0018,0.0113,0.45,0.0518,27,10
단대동,20230602,0.0017,0.018,0.43,0.0389,37,17
복정동,20230602,0.0018,0.019,0.37,0.0465,36,16
상대원동,20230602,0.0013,0.0222,0.49,0.0356,29,14
성남대로,20230602,0.001,0.0303,0.43,0.0288,35,13
운중동,20230602,0.0013,0.0135,0.36,0.0407,29,14
수내동,20230602,0.0012,0.0187,0.44,0.0409,31,16
정자동,20230602,0.0017,0.0138,0.46,0.0457,31,16
단대동,20230601,0.0017,0.0218,0.48,0.0413,44,21
복정동,20230601,0.0013,0.0266,0.46,0.0467,45,20
상대원동,20230601,0.0015,0.0298,0.54,0.0352,38,19
성남대로,20230601,0.002,0.0375,0.47,0.0292,43,18
운중동,20230601,0.0015,0.0171,0.43,0.0415,37,18
수내동,20230601,0.0012,0.0207,0.48,0.0437,38,20
정자동,20230601,0.0018,0.0165,0.49,0.0473,33,19
단대동,20230531,0.0014,0.0113,0.35,0.0455,28,12
복정동,20230531,0.0015,0.0125,0.33,0.0548,28,9
상대원동,20230531,0.0014,0.0221,0.46,0.0344,27,10
성남대로,20230531,0.0012,0.0259,0.34,0.0332,29,9
운중동,20230531,0.0013,0.0106,0.33,0.0431,28,9
수내동,20230531,0.0011,0.0128,0.37,0.0437,26,11
정자동,20230531,0.0016,0.0098,0.41,0.0444,22,9
단대동,20230530,0.0014,0.0126,0.45,0.0227,31,12
복정동,20230530,0.001,0.0152,0.42,0.0232,33,12
상대원동,20230530,0.0011,0.0155,0.59,0.0196,34,10
성남대로,20230530,,0.0214,0.45,0.0142,35,10
운중동,20230530,0.001,0.0113,0.44,0.0204,31,9
수내동,20230530,0.0012,0.0152,0.51,0.0178,30,11
정자동,20230530,0.0011,0.01,0.46,0.0213,26,12
단대동,20230529,0.001,0.0124,0.42,0.0194,14,5
복정동,20230529,0.0011,0.0145,0.43,0.02,17,5
상대원동,20230529,0.001,0.0123,0.58,0.0171,12,4
성남대로,20230529,0.0015,0.0214,0.45,0.0125,19,3
운중동,20230529,0.001,0.0092,0.42,0.0183,15,4
수내동,20230529,0.001,0.0124,0.45,0.017,14,8
정자동,20230529,0.001,0.0075,0.41,0.0217,12,6
단대동,20230528,0.001,0.0105,0.38,0.0218,8,5
복정동,20230528,0.001,0.0108,0.34,0.0232,13,4
상대원동,20230528,0.001,0.0102,0.5,0.0209,7,2
성남대로,20230528,0.001,0.0187,0.4,0.0132,11,3
운중동,20230528,0.001,0.006,0.32,0.0238,11,4
수내동,20230528,0.001,0.0102,0.38,0.0204,12,6
정자동,20230528,0.001,0.0084,0.42,0.0216,9,5
단대동,20230527,0.0014,0.0162,0.45,0.0258,31,14
복정동,20230527,0.001,0.0242,0.47,0.0212,34,13
상대원동,20230527,0.0017,0.0178,0.51,0.0254,24,14
성남대로,20230527,0.001,0.0278,0.46,0.0148,36,11
운중동,20230527,0.0015,0.0167,0.38,0.0199,22,11
수내동,20230527,0.002,0.0177,0.45,0.0211,28,15
정자동,20230527,0.0014,0.0135,0.45,0.0236,21,14
단대동,20230526,0.0017,0.0135,0.36,0.0527,34,13
복정동,20230526,0.0018,0.0132,0.33,0.0642,32,12
상대원동,20230526,0.0018,0.0229,0.42,0.0468,31,12
성남대로,20230526,0.0008,0.0288,0.4,0.0409,34,11
운중동,20230526,0.0018,0.0132,0.27,0.0469,35,13
수내동,20230526,0.0017,0.0155,0.36,0.0546,32,12
정자동,20230526,0.0018,0.0122,0.38,0.0576,30,14
단대동,20230525,0.0022,0.0163,0.39,0.0518,38,14
복정동,20230525,0.0024,0.0204,0.34,0.0586,37,12
상대원동,20230525,0.0023,0.0238,0.42,0.0465,35,12
성남대로,20230525,0.0022,0.0336,0.41,0.0381,37,12
운중동,20230525,0.0022,0.0138,0.3,0.05,35,12
수내동,20230525,0.0018,0.0178,0.36,0.0518,33,15
정자동,20230525,0.002,0.012,0.47,0.0558,31,13
단대동,20230524,0.002,0.0199,0.41,0.0441,43,17
복정동,20230524,0.0024,0.0281,0.39,0.0445,42,16
상대원동,20230524,0.0022,0.0289,0.44,0.037,43,16
성남대로,20230524,0.002,0.0407,0.48,0.0257,44,16
운중동,20230524,0.0021,0.0188,0.37,0.0431,43,15
수내동,20230524,0.0018,0.0238,0.43,0.0396,38,18
정자동,20230524,0.002,0.0166,0.57,0.0469,37,17
단대동,20230523,0.0014,0.015,0.32,0.0343,67,15
복정동,20230523,0.0012,0.023,0.32,0.0345,61,12
상대원동,20230523,,,,,,
성남대로,20230523,0.0019,0.0328,0.41,0.0218,62,13
운중동,20230523,0.0013,0.0147,0.29,0.0358,68,14
수내동,20230523,0.001,0.0169,0.34,0.0291,59,15
정자동,20230523,0.0014,0.0123,0.48,0.0379,60,13
단대동,20230522,0.0016,0.0149,0.4,0.0337,131,29
복정동,20230522,0.0018,0.019,0.38,0.0377,120,21
상대원동,20230522,,,,,,
성남대로,20230522,0.0016,0.0295,0.45,0.0224,122,25
운중동,20230522,0.0017,0.0131,0.35,0.0348,123,22
수내동,20230522,0.0015,0.017,0.38,0.035,126,26
정자동,20230522,0.0017,0.0112,0.51,0.0375,109,27
단대동,20230521,0.0014,0.0087,0.34,0.0452,86,23
복정동,20230521,0.002,0.009,0.33,0.0552,84,17
상대원동,20230521,0.0015,0.0092,0.42,0.046,78,16
성남대로,20230521,0.002,0.0151,0.39,0.0402,78,17
운중동,20230521,0.0015,0.005,0.31,0.0467,79,19
수내동,20230521,0.0014,0.008,0.35,0.0512,81,18
정자동,20230521,0.0015,0.0051,0.45,0.0524,77,20
단대동,20230520,0.0018,0.0101,0.35,0.0444,27,15
복정동,20230520,0.0018,0.0101,0.33,0.0558,27,11
상대원동,20230520,0.0015,0.0102,0.43,0.0452,21,10
성남대로,20230520,0.0017,0.0212,0.4,0.0356,24,10
운중동,20230520,0.0015,0.0089,0.38,0.0415,24,12
수내동,20230520,0.0016,0.0154,0.4,0.0409,24,15
정자동,20230520,0.0015,0.0098,0.47,0.044,20,13
단대동,20230519,0.001,0.0061,0.32,0.0439,19,12
복정동,20230519,0.0011,0.008,0.29,0.0512,21,9
상대원동,20230519,0.001,0.0126,0.4,0.0394,17,9
성남대로,20230519,0.0023,0.0248,0.37,0.0268,25,10
운중동,20230519,0.001,0.0122,0.34,0.0354,23,10
수내동,20230519,0.001,0.0163,0.37,0.0335,20,12
정자동,20230519,0.001,0.0055,0.38,0.0455,18,11
단대동,20230518,0.0013,0.011,0.35,0.0341,33,17
복정동,20230518,0.0018,0.0157,0.38,0.0352,34,13
상대원동,20230518,0.0013,0.0182,0.45,0.0271,28,13
성남대로,20230518,0.0015,0.0296,0.45,0.0173,36,14
운중동,20230518,0.0011,0.018,0.42,0.0205,33,14
수내동,20230518,0.0017,0.0173,0.43,0.0253,31,17
정자동,20230518,0.0012,0.0075,0.4,0.0353,27,14
단대동,20230517,0.002,0.0107,0.36,0.0475,39,13
복정동,20230517,0.0011,0.0145,0.35,0.0553,39,12
상대원동,20230517,0.0019,0.0164,0.38,0.045,36,11
성남대로,20230517,0.0011,0.031,0.44,0.0308,39,14
운중동,20230517,0.0015,0.0093,0.38,0.043,33,13
수내동,20230517,0.0015,0.0135,0.39,0.0473,34,17
정자동,20230517,0.0015,0.0083,0.38,0.0534,31,15
단대동,20230516,0.0022,0.0178,0.55,0.0678,64,30
복정동,20230516,0.0021,0.0253,0.5,0.0762,55,23
상대원동,20230516,0.0027,0.026,0.56,0.0644,58,26
성남대로,20230516,0.0017,0.0466,0.58,0.0435,60,28
운중동,20230516,0.0023,0.0144,0.49,0.0626,56,26
수내동,20230516,0.0022,0.0237,0.55,0.0617,55,27
정자동,20230516,0.0022,0.0151,0.6,0.071,51,29
단대동,20230515,0.002,0.0191,0.43,0.0497,39,20
복정동,20230515,0.0016,0.0303,0.45,0.0494,,
상대원동,20230515,0.002,0.0258,0.5,0.045,37,19
성남대로,20230515,0.0021,0.0405,0.47,0.0337,39,18
운중동,20230515,0.002,0.0151,0.38,0.0505,39,18
수내동,20230515,0.0018,0.0188,0.43,0.0553,36,19
정자동,20230515,0.0018,0.0153,0.51,0.0572,36,20
단대동,20230514,0.0015,0.0093,0.36,0.0485,21,12
복정동,20230514,0.0012,0.0169,0.38,0.0524,27,13
상대원동,20230514,0.0024,0.0117,0.46,0.0473,21,10
성남대로,20230514,0.0018,0.029,0.43,0.0341,27,11
운중동,20230514,0.0021,0.0112,0.3,0.043,27,12
수내동,20230514,0.0016,0.0173,0.37,0.0427,24,14
정자동,20230514,0.0018,0.0107,0.5,0.05,21,13
단대동,20230513,0.002,0.0146,0.42,0.0516,36,19
복정동,20230513,0.0023,0.024,0.47,0.0537,38,19
상대원동,20230513,0.0023,0.0182,0.54,0.0497,42,15
성남대로,20230513,0.0028,0.035,0.46,0.0365,41,17
운중동,20230513,0.0022,0.0149,0.37,0.0484,38,17
수내동,20230513,0.0022,0.019,0.43,0.0508,35,19
정자동,20230513,0.002,0.0131,0.54,0.0565,33,18
단대동,20230512,0.003,0.0255,0.53,0.0509,49,27
복정동,20230512,0.0021,0.0366,0.55,0.0498,51,28
상대원동,20230512,0.0038,0.0351,0.63,0.0445,53,24
성남대로,20230512,0.0028,0.0547,0.56,0.0281,51,28
운중동,20230512,0.003,0.0255,0.44,0.0465,52,23
수내동,20230512,0.0026,0.0337,0.52,0.0427,48,29
정자동,20230512,0.0025,0.029,0.62,0.0465,51,28
단대동,20230511,0.0022,0.0206,0.51,0.0548,48,22
복정동,20230511,0.0022,0.0336,0.53,0.0552,49,23
상대원동,20230511,0.0031,0.0283,0.58,0.0492,45,20
성남대로,20230511,0.0023,0.0498,0.55,0.034,48,21
